loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
7000, 36 months,14.09,239.55,B,B5,mac papers,10+ years,MORTGAGE,120000,Not Verified,Sep-12,Fully Paid,debt_consolidation,personal loan,12.36,Jun-92,12,0,24655,48.5,36,f,INDIVIDUAL,5,0,"17323 Reeves Fields Suite 165
Samanthaland, FL 48052"
12000, 36 months,13.47,407.08,C,C4,Choice Logistics  Inc.,10+ years,MORTGAGE,315000,Source Verified,Jan-09,Fully Paid,debt_consolidation,Personal Bridge Loan,10.05,Apr-84,19,0,127192,67,34,f,INDIVIDUAL,,0,"1705 Zhang Manors
Zacharyville, OR 29597"
30750, 36 months,19.22,1130.6,D,D4,Industrial Engineer,4 years,MORTGAGE,85000,Verified,Dec-13,Fully Paid,other,Other,21.63,Oct-91,16,0,21265,54.5,34,f,INDIVIDUAL,6,0,"5521 Smith Mountains Suite 144
Lopezburgh, MO 05113"
8000, 36 months,12.69,268.36,C,C2,Senior Technician,10+ years,MORTGAGE,89000,Verified,Jul-15,Fully Paid,major_purchase,Major purchase,32.42,Oct-96,12,0,9603,85,25,w,INDIVIDUAL,1,0,"676 Brown Ferry Suite 436
Josephhaven, MO 00813"
7050, 36 months,12.12,234.57,B,B3,Coastal Neurological Inst,7 years,OWN,33280,Verified,Sep-12,Fully Paid,credit_card,Credit card refinancing,8.33,Dec-04,9,0,5361,27.4,9,f,INDIVIDUAL,0,0,"4819 Tonya Fork Suite 278
Figueroaville, VT 48052"
24800, 36 months,7.69,773.61,A,A4,Manager,10+ years,MORTGAGE,65000,Source Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,19.09,Oct-96,27,0,13409,14.6,48,w,INDIVIDUAL,2,0,"488 Lucas Plaza
South Amanda, IA 05113"
10000, 36 months,6.62,307.04,A,A2,Account Manager,6 years,RENT,110000,Not Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,7.36,Sep-00,7,0,8417,53.3,25,f,INDIVIDUAL,0,0,"52336 Lucero Mews
Lake Crystalview, TN 29597"
25000, 60 months,20.99,676.2,E,E4,General Manager,6 years,MORTGAGE,150000,Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,20.64,Apr-03,18,0,33458,86.9,26,f,INDIVIDUAL,1,0,"731 Salazar Mall
South Sandraberg, TX 48052"
29125, 36 months,10.99,953.38,B,B2,Executive Assistant,< 1 year,OWN,65000,Verified,Oct-13,Charged Off,debt_consolidation,Debt consolidation,27.73,Oct-90,21,0,22220,35,28,f,INDIVIDUAL,0,0,"64555 Raven Mill
West Thomasmouth, NC 22690"
10000, 36 months,13.11,337.47,B,B4,IRS,4 years,RENT,45923,Source Verified,Aug-12,Fully Paid,debt_consolidation,Debt Consolidation,17.96,Jun-89,10,0,8048,33.5,22,f,INDIVIDUAL,0,0,"4428 Todd Station Apt. 887
Farrellmouth, DE 22690"
15000, 60 months,15.28,359.06,D,D3,Parrish/McIntyre Tire Co.,10+ years,MORTGAGE,70000,Source Verified,Feb-11,Fully Paid,debt_consolidation,Consolidation Loan,22.37,Aug-92,16,0,29318,55.4,48,f,INDIVIDUAL,,0,"13301 Cindy Mews
Port Matthew, LA 05113"
20000, 60 months,16.29,489.45,D,D2,Principal Administrative Assistant,10+ years,MORTGAGE,51000,Source Verified,Oct-14,Charged Off,credit_card,Credit card refinancing,23.55,Oct-96,21,0,32827,70.3,26,w,INDIVIDUAL,1,0,"70188 Aguilar Village Suite 691
West Daniel, OR 48052"
35000, 36 months,18.49,1273.96,D,D2,UPS,10+ years,MORTGAGE,90000,Verified,Jul-12,Charged Off,debt_consolidation,Debt consolidation,14,Jun-97,10,0,17296,75,35,f,INDIVIDUAL,4,0,"18214 Mark Turnpike
Autumnview, SC 48052"
24000, 36 months,13.67,816.43,B,B5,Manager,3 years,MORTGAGE,135000,Source Verified,Nov-13,Fully Paid,debt_consolidation,Consolidation,23.78,Oct-98,16,0,52805,76.5,24,f,INDIVIDUAL,0,0,"11565 Beth River
Raymondport, TX 05113"
5600, 36 months,10.74,182.65,B,B2,Limited Brands,4 years,RENT,91300,Source Verified,Jun-12,Fully Paid,debt_consolidation,Consolidation/medical,27.73,Mar-95,17,0,54286,84.3,54,f,INDIVIDUAL,0,0,"8802 Spencer Islands
North Julian, MO 29597"
16000, 36 months,12.29,533.65,C,C1,HR Technician,10+ years,MORTGAGE,75000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,35.47,Nov-01,15,0,14840,34.9,32,w,INDIVIDUAL,3,0,"181 Oneill Parkways
Chenstad, CO 30723"
4200, 36 months,8.18,131.97,B,B1,Receptionist,5 years,RENT,21000,Not Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,7.6,Jun-11,8,0,2224,13,9,f,INDIVIDUAL,0,0,"843 Robert Mill
New Valerie, DC 29597"
24700, 36 months,6.62,758.39,A,A2,Flight attendant,10+ years,MORTGAGE,63000,Source Verified,Jan-14,Fully Paid,credit_card,Credit card refinancing,19.26,Jan-95,15,0,51787,57.5,23,w,INDIVIDUAL,4,0,"00284 Allen Ports Suite 435
Tylerhaven, WV 48052"
35000, 60 months,13.33,802.29,C,C3,operations supervisor,10+ years,MORTGAGE,115000,Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,13.62,Dec-98,7,0,6398,32.2,20,w,INDIVIDUAL,3,0,"3997 Miguel Ports Suite 151
Mooremouth, MS 22690"
7100, 36 months,19.52,262.13,E,E2,Machine Operator,1 year,RENT,21000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,26.29,Sep-06,11,0,3643,74.4,14,f,INDIVIDUAL,0,0,"8830 Jessica Shore
Lindachester, WY 29597"
25525, 36 months,23.43,993.8,F,F1,"Supervisor, Laboratory",3 years,OWN,92000,Verified,Mar-14,Charged Off,debt_consolidation,Debt consolidation,9.61,Aug-03,11,0,19515,86.7,20,w,INDIVIDUAL,2,0,"251 Michelle River
East Ryan, NM 30723"
10200, 36 months,10.99,333.89,B,B2,Social Worker,1 year,MORTGAGE,56375,Not Verified,Oct-13,Fully Paid,debt_consolidation,Operation Debt Clean Up,18.31,Oct-00,15,0,17594,73.3,45,f,INDIVIDUAL,1,0,"013 Romero Extension Apt. 565
West Matthew, NE 00813"
10600, 36 months,15.61,370.63,C,C5,products,10+ years,MORTGAGE,85000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,20.95,Sep-96,14,1,6225,36,25,w,INDIVIDUAL,2,1,"Unit 6360 Box 9279
DPO AA 48052"
28000, 36 months,14.33,961.47,C,C1,New York City Department of Education,2 years,RENT,87000,Verified,Jun-13,Charged Off,debt_consolidation,Credit Cards,13.09,Aug-84,17,0,19443,46.1,33,w,INDIVIDUAL,5,0,"8685 Alexis Squares Suite 798
Jonesberg, NE 30723"
12000, 36 months,8.19,377.09,A,A5,Sr. Analyst,< 1 year,RENT,90000,Not Verified,Nov-14,Fully Paid,home_improvement,Home improvement,10.73,Aug-06,12,0,36666,37.9,26,w,INDIVIDUAL,5,0,"USNV Olson
FPO AP 05113"
15000, 36 months,6.39,458.99,A,A2,security representative,< 1 year,MORTGAGE,70000,Not Verified,May-15,Fully Paid,other,Other,6.75,Oct-99,11,0,1398,3.7,35,w,INDIVIDUAL,3,0,"690 Krista Forge Suite 250
South Tiffany, DE 29597"
12000, 36 months,12.99,404.27,C,C2,,,RENT,45000,Verified,Nov-14,Charged Off,credit_card,Credit card refinancing,12.11,Jul-96,6,0,4349,53.7,11,f,INDIVIDUAL,0,0,"PSC 3797, Box 8108
APO AA 30723"
12500, 60 months,22.45,348.45,E,E5,Family support specialist ,10+ years,MORTGAGE,30000,Source Verified,Feb-16,Charged Off,credit_card,Credit card refinancing,37.92,Oct-91,16,0,18254,49.6,31,w,INDIVIDUAL,2,0,"108 Moore Fort Suite 165
East Craigshire, VA 86630"
31200, 60 months,23.28,884.57,F,F2,Armstrong Group of Companies,4 years,MORTGAGE,180000,Verified,Jul-12,Fully Paid,home_improvement,Home Improvement,18.8,Jan-91,13,0,13469,64.4,52,f,INDIVIDUAL,4,0,"0811 Davis Roads Suite 650
East Hannah, CO 48052"
12000, 36 months,9.17,382.55,B,B2,Physician,2 years,RENT,190000,Not Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,15.4,Jul-00,28,0,12383,68.4,54,f,INDIVIDUAL,0,0,"076 Webb Gateway
Lake Justin, NJ 00813"
3600, 36 months,13.67,122.47,B,B5,F5 Networks,10+ years,MORTGAGE,144000,Not Verified,Mar-12,Fully Paid,debt_consolidation,consolidate1,15.64,Feb-94,11,0,61781,68.1,41,f,INDIVIDUAL,4,0,"Unit 5748 Box 8167
DPO AP 48052"
3600, 36 months,16.55,127.55,D,D2,Correctional Officer,1 year,RENT,50000,Not Verified,Jun-15,Charged Off,other,Other,10.35,Sep-10,10,0,111,13.9,12,w,INDIVIDUAL,0,0,"286 David Trail
Anthonymouth, NE 30723"
7000, 36 months,17.77,252.26,D,D1,,,MORTGAGE,70000,Source Verified,Apr-13,Charged Off,vacation,VACATION,7.18,Jul-98,6,0,16266,76.7,26,f,INDIVIDUAL,8,0,"2949 Ashley Drive Apt. 988
New Samantha, NM 22690"
9400, 60 months,16.49,231.05,D,D3,treat america ltd,10+ years,MORTGAGE,47000,Source Verified,Sep-11,Charged Off,debt_consolidation,Debt Consolidation,18.56,Jun-04,13,0,27162,70.6,26,f,INDIVIDUAL,,0,"1103 Denise Street Suite 005
Austinville, MT 30723"
25000, 60 months,14.33,586,C,C2,Jamaica Hospital Medical Center,8 years,MORTGAGE,110000,Verified,Sep-13,Fully Paid,home_improvement,Money in the bank,18.38,Jan-02,18,1,25915,59.6,30,f,INDIVIDUAL,1,1,"189 Cheryl Vista
Emilyton, MI 29597"
35000, 36 months,13.98,1195.88,C,C3,Behavioral Health Specialist,7 years,MORTGAGE,87000,Source Verified,Jul-14,Fully Paid,credit_card,Credit card refinancing,22.33,May-88,9,0,36581,36.1,24,w,INDIVIDUAL,3,0,"0274 Moore Centers
Port Natashamouth, NJ 00813"
5000, 36 months,15.8,175.3,C,C3,Oracle Corporation,10+ years,RENT,110000,Not Verified,Jun-13,Fully Paid,debt_consolidation,Debt Consolidation Loan,4.74,Sep-00,3,0,4723,67.5,31,f,INDIVIDUAL,3,0,"987 Cruz Garden Suite 027
Rogershaven, AZ 70466"
20000, 36 months,10.99,654.68,B,B2,,,MORTGAGE,58000,Verified,Apr-14,Fully Paid,credit_card,Credit card refinancing,13.43,Mar-89,11,0,33430,69.1,29,w,INDIVIDUAL,2,0,"PSC 1522, Box 0919
APO AE 22690"
12000, 36 months,11.99,398.52,B,B5,Manager,10+ years,MORTGAGE,58000,Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,3.46,Jan-06,3,0,6649,60.4,15,f,INDIVIDUAL,1,0,"41912 Conner Stream Apt. 072
Ricebury, NV 30723"
18000, 36 months,5.32,542.07,A,A1,Federal officer,10+ years,OWN,145000,Not Verified,Sep-15,Fully Paid,debt_consolidation,Debt consolidation,8.41,Apr-00,15,0,14113,14,25,f,INDIVIDUAL,3,0,"93021 Taylor Common
North Tammyland, MO 05113"
11600, 36 months,6.62,356.17,A,A2,Lower Colorado River Authority,10+ years,MORTGAGE,60000,Source Verified,May-13,Charged Off,debt_consolidation,Debt Consolidation ,18.44,Jan-01,17,0,23515,36.7,41,w,INDIVIDUAL,2,0,"52543 Lee Lock
Port Michelleport, NJ 30723"
3000, 60 months,7.88,60.66,A,A5,access general insurance,< 1 year,RENT,32400,Verified,Jul-10,Fully Paid,home_improvement,funiture,14.52,Oct-99,6,0,3135,29,10,f,INDIVIDUAL,,0,"50444 Martinez Skyway Apt. 052
Lake Peterbury, DC 05113"
5000, 36 months,10.99,163.67,B,B3,FSA II,< 1 year,MORTGAGE,75000,Not Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,13.2,Sep-98,18,1,5858,35.1,63,f,INDIVIDUAL,9,1,"631 Victoria Light
East Melissa, VA 70466"
24000, 36 months,10.64,781.65,B,B2,Abiomed,1 year,RENT,210000,Verified,Jul-13,Fully Paid,credit_card,Better Rate Loan,10.39,Dec-84,9,0,35050,57.5,41,f,INDIVIDUAL,3,0,"117 Coleman Island
Territon, PA 00813"
6000, 36 months,12.12,199.63,B,B3,Sunrise Northeast,7 years,MORTGAGE,57000,Not Verified,Jun-12,Fully Paid,car,Car stuff,12.88,Apr-02,20,0,6491,58,23,f,INDIVIDUAL,2,0,"4469 Brent Points
East Amy, AZ 22690"
10050, 36 months,19.52,371.05,D,D4,Scripps Health,6 years,RENT,53000,Not Verified,Jul-13,Fully Paid,debt_consolidation,Debt,20.45,Dec-97,19,0,15444,75.3,30,f,INDIVIDUAL,0,0,"693 Frank Meadow
Maloneberg, MO 48052"
21000, 36 months,14.09,718.65,B,B5,EdenHill Communities,6 years,MORTGAGE,100000,Verified,Apr-13,Fully Paid,debt_consolidation,Help Me Out,22.21,Mar-99,20,0,25170,65.9,46,w,INDIVIDUAL,2,0,"54225 Melissa Path
Schmittmouth, KS 29597"
35000, 36 months,12.69,1174.07,C,C2,speech pathologist,5 years,RENT,76000,Source Verified,Sep-15,Fully Paid,credit_card,Credit card refinancing,19.23,Jul-99,17,0,34552,43.5,30,f,INDIVIDUAL,0,0,"98422 Christian Underpass Suite 958
East Matthew, ND 30723"
15000, 36 months,5.32,451.73,A,A1,Physician ,2 years,MORTGAGE,220000,Not Verified,Jan-16,Fully Paid,credit_card,Credit card refinancing,12.48,Oct-92,10,0,27120,41.2,20,w,INDIVIDUAL,3,0,"948 Hernandez Mount
Murphyfort, MO 29597"
3600, 36 months,18.49,131.04,D,D2,Bookkeeping Plus,10+ years,RENT,50000,Not Verified,Nov-12,Fully Paid,medical,Med pay,25.27,Dec-97,5,0,13727,94,13,w,INDIVIDUAL,0,0,"3813 Jacob Harbors
Patrickborough, WV 00813"
25000, 36 months,13.98,854.2,C,C1,outside sales rep,10+ years,MORTGAGE,140000,Verified,Feb-14,Charged Off,debt_consolidation,Debt consolidation,15.84,Sep-01,26,0,27283,55.3,48,f,INDIVIDUAL,3,0,"1215 Hernandez Mountain Apt. 627
South Sarahview, LA 48052"
6000, 36 months,13.35,203.18,C,C4,Madison County Engineers,8 years,OWN,88000,Source Verified,Dec-10,Fully Paid,car,Dakota,3.95,Apr-99,11,1,10731,55,28,f,INDIVIDUAL,,1,"Unit 8323 Box 7870
DPO AA 30723"
11000, 36 months,11.14,360.86,B,B2,,10+ years,RENT,100000,Source Verified,Nov-12,Fully Paid,debt_consolidation,Credit payoff,12.44,May-96,11,0,10133,39.9,40,f,INDIVIDUAL,1,0,"23168 Martinez Light
Alexanderland, MN 48052"
8750, 36 months,17.27,313.14,D,D2,Sales analyst,8 years,OWN,69000,Verified,May-16,Charged Off,debt_consolidation,Debt consolidation,42.54,Jun-01,15,0,14849,31.9,27,w,DIRECT_PAY,1,0,"20149 Tanner Way Apt. 461
East Wendy, OK 30723"
8000, 36 months,13.11,269.98,B,B4,victoria's secret,5 years,RENT,35000,Source Verified,Apr-12,Charged Off,credit_card,creditconsolidate,10.58,Apr-07,7,0,5769,76.9,10,f,INDIVIDUAL,0,0,"567 Barbara Terrace
West Andrew, GA 93700"
35000, 36 months,15.22,1217.07,C,C3,CB&I,4 years,MORTGAGE,204000,Verified,Aug-13,Fully Paid,debt_consolidation,Allinonepayment,16.28,Sep-95,11,0,32103,68.3,29,f,INDIVIDUAL,6,0,"562 Daniel Mill
Hernandezside, DC 48052"
24575, 60 months,8.9,508.95,A,A5,Ceridian Corporation,10+ years,MORTGAGE,73500,Verified,Aug-13,Fully Paid,debt_consolidation,Debt Consolidation,4.7,Jun-00,12,0,11381,9.2,25,f,INDIVIDUAL,4,0,"03566 Mary Route Apt. 266
Port Jennifer, MA 00813"
15000, 36 months,9.75,482.25,B,B3,Finance Manager,10+ years,RENT,81000,Source Verified,Mar-16,Fully Paid,debt_consolidation,,14.76,Sep-00,13,1,12510,31.7,16,w,INDIVIDUAL,0,0,"Unit 0658 Box 2278
DPO AP 48052"
6500, 36 months,8.18,204.23,B,B1,Home Equity Specialist,3 years,RENT,90000,Source Verified,May-15,Charged Off,debt_consolidation,Debt consolidation,14.44,Nov-95,8,0,17585,54.4,27,w,INDIVIDUAL,0,0,"512 Christopher Mission
North Laura, OR 93700"
9000, 36 months,13.11,303.73,B,B4,Vision Financial Markets,< 1 year,RENT,42444,Verified,Apr-13,Charged Off,debt_consolidation,Credit Card Payoff Loan,19.34,Mar-97,18,0,19938,68.8,26,f,INDIVIDUAL,0,0,"USS Wilson
FPO AP 11650"
2100, 36 months,7.62,65.44,A,A3,Broward Health Coral Springs,6 years,MORTGAGE,70000,Verified,Sep-13,Fully Paid,debt_consolidation,Debt consolidation,8.21,Dec-88,16,0,3001,13.1,38,f,INDIVIDUAL,7,0,"86754 Michelle Ridges
West Theresaton, IL 30723"
6500, 36 months,7.89,203.36,A,A5,executive assistant ,2 years,MORTGAGE,52000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,31.85,Jul-90,16,0,1355,1.9,41,w,INDIVIDUAL,3,0,"42006 Felicia Drives Apt. 977
South Jill, MN 30723"
12000, 36 months,8.18,377.04,B,B1,Cable Technician,< 1 year,MORTGAGE,59000,Source Verified,Apr-15,Charged Off,home_improvement,Home improvement,13.51,Oct-09,6,0,11469,36.3,10,w,INDIVIDUAL,0,0,"0023 Donald Valley Apt. 087
West Amyshire, TN 70466"
11200, 60 months,19.19,291.71,E,E3,"Manager, Sales",10+ years,MORTGAGE,117000,Source Verified,Aug-15,Fully Paid,debt_consolidation,Debt consolidation,17.44,Nov-02,14,0,11921,32.5,25,w,INDIVIDUAL,3,0,"3050 Manning Wells Apt. 238
Rebeccachester, PA 00813"
7000, 36 months,9.99,225.84,B,B3,Associate Veterinarian,2 years,RENT,80000,Source Verified,Oct-15,Fully Paid,debt_consolidation,Debt consolidation,6.66,Dec-89,13,0,4581,13.1,22,w,INDIVIDUAL,0,0,"218 Jones Harbors
Morrisborough, DE 00813"
6000, 36 months,8.6,189.69,A,A4,Convene Inc,< 1 year,RENT,90000,Source Verified,Sep-13,Fully Paid,major_purchase,Major purchase,5.09,Dec-06,7,0,1542,12.3,9,f,INDIVIDUAL,0,0,"78576 Amy Crescent
Lake Joel, KS 30723"
6000, 36 months,14.99,207.97,C,C5,admin assistant,8 years,RENT,39315.14,Verified,Dec-14,Fully Paid,debt_consolidation,Debt consolidation,21.86,Aug-04,9,0,7083,65,20,f,INDIVIDUAL,0,0,"927 Sara Turnpike
Wrightmouth, RI 29597"
14700, 36 months,6.49,450.48,A,A2,Court assistant,10+ years,MORTGAGE,71604,Not Verified,Aug-14,Fully Paid,credit_card,Credit card refinancing,15.08,Jun-94,11,0,9808,42.3,29,f,INDIVIDUAL,4,0,"3210 Brenda Mews
East Sharonside, OH 00813"
2250, 36 months,6.62,69.09,A,A2,portland  VA hospital ,10+ years,MORTGAGE,110225,Not Verified,Apr-13,Fully Paid,home_improvement,above ground pool replacement,7.62,Oct-90,7,0,33874,43.6,20,w,INDIVIDUAL,7,0,"10057 Martin Island
Chadbury, MD 05113"
15000, 36 months,12.99,505.34,C,C1,RN,< 1 year,RENT,75000,Not Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,13.79,Jul-03,15,1,10750,71.7,23,w,INDIVIDUAL,0,1,"80908 Delgado Crest Suite 305
Bennettland, KS 05113"
24000, 36 months,7.62,747.88,A,A3,Sales Account Manager,10+ years,MORTGAGE,106000,Not Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,29.3,Dec-01,20,0,32219,69,33,f,INDIVIDUAL,1,0,"046 Jones Plains Apt. 725
Port Gary, MO 48052"
15000, 60 months,18.25,382.95,E,E1,Airline Captain,6 years,MORTGAGE,165000,Not Verified,Aug-15,Fully Paid,credit_card,Credit card refinancing,26.48,Feb-97,14,0,382666,78.1,23,w,INDIVIDUAL,4,0,"61728 Megan Isle Apt. 983
Lake Angelica, NC 00813"
10075, 36 months,14.09,344.79,B,B5,SMMUSD,5 years,RENT,30000,Verified,Sep-12,Fully Paid,debt_consolidation,Cardfree,32.22,Jan-96,13,0,17880,90.3,19,f,INDIVIDUAL,0,0,"Unit 9483 Box 0349
DPO AE 22690"
9750, 36 months,18.55,355.19,D,D2,Bookkeeper,8 years,OWN,58500,Not Verified,Nov-13,Fully Paid,medical,my loan,20.66,Mar-84,12,0,9330,69.6,31,f,INDIVIDUAL,1,0,"8469 Colon Prairie Apt. 073
Howellshire, NH 48052"
16000, 36 months,12.49,535.19,B,B4,Lead Technician,4 years,MORTGAGE,48000,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,20.18,Oct-00,8,0,7183,81.6,26,f,INDIVIDUAL,2,0,"596 Travis Path Apt. 865
Thomasview, NH 48052"
10000, 36 months,13.98,341.68,C,C3,Operations,1 year,RENT,38500,Not Verified,Oct-14,Fully Paid,credit_card,Credit card refinancing,27.39,Sep-04,10,0,6328,38.8,19,f,INDIVIDUAL,0,0,"45023 Adriana Club Apt. 485
East Emily, TX 48052"
6300, 36 months,9.49,201.78,B,B2,Vendor Management Specialist,1 year,MORTGAGE,65000,Verified,Dec-14,Fully Paid,credit_card,Credit card refinancing,16.83,Apr-83,13,0,19120,33.5,16,f,INDIVIDUAL,1,0,"52653 Kline River Suite 787
Cisneroshaven, MT 48052"
35000, 36 months,8.19,1099.85,A,A5,Administrative Assistant,1 year,MORTGAGE,170000,Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,21.75,Jun-91,17,0,26071,19.8,36,f,INDIVIDUAL,6,0,"634 Dillon Street Suite 874
Matthewsport, OK 22690"
5400, 36 months,19.52,199.37,E,E2,Manager,4 years,RENT,36000,Not Verified,Jun-14,Charged Off,debt_consolidation,Debt consolidation,14.07,Apr-10,12,0,4659,50.6,12,w,INDIVIDUAL,0,0,"05185 Dawn Burgs
Amandafort, NH 30723"
29250, 60 months,14.49,688.05,C,C4,Medical Transcritionist,10+ years,MORTGAGE,61000,Source Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,11.27,Dec-89,12,0,7078,26.1,21,f,INDIVIDUAL,0,0,"3251 Elizabeth Point
Hamiltontown, LA 70466"
9450, 36 months,7.9,295.7,A,A4,STATE ATTORNEY,10+ years,MORTGAGE,58400,Not Verified,Sep-12,Fully Paid,debt_consolidation,PAYMYDEBT,12.02,Jan-95,8,0,24989,61.5,19,f,INDIVIDUAL,4,0,"382 Harmon Track Suite 944
Stewartborough, MI 29597"
24000, 60 months,18.55,616.65,D,D2,CLAIMS ADJUSTER,6 years,RENT,69000,Source Verified,Dec-13,Fully Paid,credit_card,Credit Card,18.73,Mar-00,14,0,22877,69.3,49,w,INDIVIDUAL,0,0,"92540 Lynn Square Suite 771
East Jamesport, MT 05113"
4500, 36 months,12.12,149.73,B,B3,Sav-Rite,8 years,RENT,31000,Not Verified,Nov-12,Fully Paid,debt_consolidation,Debt Consolidation,25.63,Nov-07,12,0,4278,76.4,14,f,INDIVIDUAL,0,0,"0349 Montgomery Spurs Apt. 355
West Garrett, ID 30723"
12000, 36 months,11.99,398.52,B,B3,Team Lead,3 years,RENT,48000,Source Verified,Mar-14,Fully Paid,credit_card,Credit card refinancing,13.83,May-95,9,1,5757,43,26,f,INDIVIDUAL,5,1,"81140 Catherine Prairie Suite 241
North Joseph, RI 05113"
13000, 60 months,17.57,327.09,D,D2,salesmn,10+ years,MORTGAGE,90000,Verified,Feb-14,Fully Paid,credit_card,Credit card refinancing,10.57,Jan-83,12,2,6966,38.3,53,w,INDIVIDUAL,5,1,"604 Stephanie Port Apt. 027
Tammyburgh, CT 22690"
5375, 36 months,14.33,184.57,C,C1,State of Missouri,7 years,OWN,20680,Not Verified,May-13,Fully Paid,credit_card,CardLine,10.1,Feb-02,7,0,7979,53.6,14,f,INDIVIDUAL,0,0,"513 George Causeway Suite 322
Brettfurt, SD 00813"
21325, 36 months,13.11,719.66,B,B4,kaiser permanente,9 years,RENT,54000,Verified,Oct-12,Fully Paid,debt_consolidation,Debt consolidation,15.67,Jul-95,11,0,27166,39.4,26,f,INDIVIDUAL,0,0,"47502 Porter Flat Suite 123
Seanside, MA 70466"
21850, 36 months,18.75,798.18,D,D3,RJ PALMER,2 years,OWN,56500,Verified,Sep-12,Fully Paid,credit_card,Credit Card Refinance loan,22.2,Jul-98,16,0,29083,86.8,32,f,INDIVIDUAL,0,0,"923 Walsh Bridge
West Cody, SD 29597"
19200, 36 months,11.99,637.63,B,B3,Actuary,6 years,MORTGAGE,115000,Source Verified,Nov-13,Fully Paid,credit_card,Credit card refinancing,16.46,Dec-07,13,0,14370,62.2,20,f,INDIVIDUAL,2,0,"059 Weeks Brook Suite 649
Liutown, DE 48052"
17000, 36 months,10.99,556.48,B,B2,truck driver,< 1 year,MORTGAGE,45000,Source Verified,Nov-13,Fully Paid,credit_card,credit card pay off,25.36,Apr-97,9,1,7799,77.2,23,f,INDIVIDUAL,2,1,"70336 Pham Crossing Suite 103
New Billstad, ND 29597"
35000, 36 months,6.89,1078.94,A,A3,Partner,8 years,MORTGAGE,250000,Source Verified,Dec-15,Fully Paid,credit_card,Credit card refinancing,9.64,Sep-99,15,0,33832,33.3,39,w,INDIVIDUAL,7,0,"473 Johnston Park
North Sabrinafort, MN 48052"
25000, 60 months,22.45,696.89,E,E5,Senior GM,5 years,MORTGAGE,96000,Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,25.06,Jan-04,9,1,11502,66.5,22,w,INDIVIDUAL,2,1,"615 Jennifer Manor
Lake Scott, CO 22690"
3150, 36 months,6.92,97.15,A,A4,MRI Technologist,10+ years,MORTGAGE,70000,Not Verified,Apr-15,Fully Paid,home_improvement,Home improvement,19.08,Jan-02,9,0,2920,20.6,29,w,INDIVIDUAL,4,0,"58957 Smith Square Apt. 579
Allisonfurt, WA 05113"
14000, 36 months,10.16,452.8,B,B1,Verizon Wireless,10+ years,OWN,45000,Not Verified,Jun-13,Fully Paid,debt_consolidation,Debt Consolidation Loan,20.09,Sep-96,13,0,10463,24.3,29,f,INDIVIDUAL,0,0,"41558 Michael Throughway Suite 333
North Cathybury, VT 48052"
17000, 36 months,11.14,557.69,B,B2,The OSU Wexner Medical Center,1 year,RENT,62000,Not Verified,Jan-13,Fully Paid,credit_card,Pay it off,14.07,Apr-93,11,0,14403,55.2,36,f,INDIVIDUAL,1,0,"1269 Jody Village
Nelsonfort, MN 30723"
22000, 60 months,19.52,577.01,E,E2,Batch Processing Consultant,10+ years,RENT,55000,Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,6.87,Jun-03,8,0,9673,88.7,19,w,INDIVIDUAL,1,0,"Unit 7683 Box 0608
DPO AP 29597"
18000, 60 months,11.14,392.63,B,B2,Motorworld,10+ years,MORTGAGE,85000,Source Verified,Jun-13,Charged Off,debt_consolidation,Debt consolidation and home repair loan,17.41,May-95,8,0,6414,21.7,23,f,INDIVIDUAL,4,0,"USS Livingston
FPO AA 48052"
1200, 36 months,11.99,39.86,C,C1,Surgery Coordinator,< 1 year,RENT,45000,Source Verified,Dec-15,Fully Paid,medical,Medical expenses,30.8,Aug-79,11,0,1743,25.3,25,w,INDIVIDUAL,0,0,"279 Jennifer Lakes Suite 170
North Heatherhaven, OK 05113"
